id,title,release_date,year,genre,duration_minutes,plot
2796ec7e-a031-437c-afe9-f8453e04999d,Ilusión de Verano,06/03/2025,2025,"Drama, Película de carretera, Coming-of-age",90,"Hacia el final del verano, una joven pareja, Eric y Anna, toma la drástica decisión de huir de casa y embarcarse en un viaje sin un destino concreto. Lo que inicialmente parece un viaje liberador pronto se convierte en algo opresivo. Mientras avanzan por el paisaje desolado, los momentos de libertad se ven opacados por el miedo a lo desconocido, poniendo en duda su relación y el propósito de su huida. Una reflexión sobre la fuga, la búsqueda de identidad y las sombras de la libertad."
d0a1271a-f6c6-4b8c-891b-525d85c1bdfb,Infiltrada en el búnker,27/06/2025,2025,Documental,96,"Cuenta la historia de una activista, cuya identidad se esconde bajo el nombre ficticio de Carlota Saorsa (Goize Blanco), la cual durante dos años lo sacrificó todo para mostrar al mundo la cruda realidad de las investigaciones realizadas dentro de un laboratorio de experimentación animal.​"
d0d3ce65-5e6c-4517-9012-2299664d86e1,Kayara,06/03/2025,2025,Aventuras,90,"Kayara es una película animada coproducida entre Perú y España dirigida por Cesar Zelada,[5]​ codirigida por Dirk Hampel,[6]​ y escrita por Zelada junto a Brian y Jason Cleveland. Trata sobre una joven que desafía a un patriarcal Imperio inca al querer ser chasqui."
a8cf0214-311b-4cc7-ab79-414a55d7d9b1,La buena letra,14/03/2025,2025,Drama histórico,110,"Después de la guerra civil española, Ana (Loreto Mauleón) y su familia intentan salir adelante y lidiar con las heridas profundas de la guerra. Los intentos de Ana por ayudar a su cuñado, Antonio (Enric Auquer Sardà), se ven impactados cuando Isabel (Ana Rujas), la esposa de Antonio con la que recién se ha casado, llega a la familia.​"
f3c04f24-9208-4149-a3e9-e7f3e8e46fb4,La buena suerte,16/03/2025,2025,AventurasDrama,90,"Tras llegar a un pequeño pueblo de mala muerte, Pablo se enfrenta a sorpresas y acontecimientos no siempre deseables. Durante su estancia, conoce a Raluca, una mujer con una visión optimista de la vida que mucho tiempo atrás decidió confiar en su suerte.​"
d5d531ef-2cb1-4b81-b218-69365966f8e3,La furgo,26/04/2025,2025,Comedia dramática,88,"Oso (Pol López), un hombre divorciado de 45 años, intenta rehacer su vida en Barcelona mientras malvive en su furgoneta. Sus intentos de encontrar estabilidad se complican cuando la boda de su ex-mujer lo lleva al límite.​"
b350caf5-911d-44d2-b002-d5cc3ef5eee6,La furia,08/03/2025,2025,Drama,107,"La furia es una película española de drama de 2025, dirigida por Gemma Blasco, quien coescribió el guion junto a Eva Pauné. Está protagonizada por Ángela Cervantes y Àlex Monner. Se estrenó en el festival de South by Southwest el 8 de marzo de 2025, y luego se estrenó en cines españoles el 28 de marzo de 2025, con distribución de Filmax."
f57227b4-2aeb-4d92-a9a0-5e0baf679ac4,La huella del mal,16/05/2025,2025,Thriller,105,"La huella del mal es una película hispano-alemana de thriller de 2025, dirigida por Manuel Ríos San Martín, quien coescribió el guion junto a Victoria dal Vera, basado en su novela homónima. Está protagonizada por Blanca Suárez y Daniel Grao. Se estrenó en el Festival de Málaga el 16 de marzo de 2025, y luego se estrenó en cines españoles el 4 de abril de 2025, con distribución de Alfa Pictures."
016b8bd7-6a85-4033-8783-2627bf02e34a,La invasió dels bàrbars,,2025,Drama histórico,,"La película entrelaza dos líneas temporales separadas por ochenta años. En 1939, una joven conservadora del Museo del Prado es interrogada por un coronel del ejército franquista que desea apropiarse de un cuadro. En el presente, su nieta lucha por localizar las fosas comunes donde podría estar enterrada su abuela. A través de estos relatos paralelos, el filme reflexiona sobre el silencio histórico, la justicia y el deber de recordar.​"
819159c2-6123-4e14-b9c6-49d12ca96357,La isla de los faisanes,25/01/2025,2025,DramaThriller,98,"En el condominio más pequeño del mundo, la Isla de los Faisanes, Laida (Jone Laspiur) y Sambou (Sambou Diaby) ven a dos personas intentando cruzar el río del territorio a nado. Días después, el día en que España y Francia realizan su intercambio de la propiedad del territorio para los próximos seis meses, aparece un cadáver en el río.​"
a01cd2dd-7ab9-4386-b75f-3c1c8b4e1497,La luz de Aisha,11/04/2025,2025,AnimaciónAventuras,85,"En el reino de Al-Ándalus durante el siglo XI, una niña, Aisha (voz de Michelle Jenner), es engañada por un alquimista, Txawir (voz de Toni Mora), para robar un peligroso libro. Cuando su padre, Ahmad (voz de José Posada), es encarcelado por el robo, Aisha se embarca en una peligrosa aventura para recuperarlo y limpiar su nombre."
80f3e78b-cc99-4e70-a818-1e78925a2c39,La niña de la cabra,18/03/2025,2025,Drama,95,"En el Madrid de 1988, Elena (Alessandra González) ve cómo su visión del mundo cambia gracias a su amistad con una niña gitana, Serezade (Juncal Fernández), mientras lidia con la muerte de su abuela de cara a su comunión."
c6a17dd5-1e89-47ed-b964-a5291f50fac7,La Tierra Negra,,2025,,97,"María trabaja con su hermano Ángel en un negocio familiar, el molino industrial del pueblo, que abandonó hace años. Ella, desterrada de todo, trabaja metódicamente para sobrevivir mientras los amigos de Ángel contemplan con satisfacción el regreso de María, saboreando su fracaso vital. Ángel contrata a Miquel, y entre él y María nace una admiración mutua. La presencia del extranjero causa temor porque Miquel ha estado en la cárcel y además hay algo místico en él capaz de influir en los demás."
eec90052-dc09-48bb-889a-8af1fe5fa83d,La virgen de la tosquera,,2025,Terror y suspenso,90,"Ambientada en 2001, durante la profunda crisis económica y las protestas en Argentina, la trama sigue a tres adolescentes (Natalia, Mariela y Josefina) que se enamoran del mismo chico, Diego. La situación da un giro cuando Diego inicia una relación con Silvia, mayor y más experimentada, y Natalia lanza un hechizo contra la pareja con la ayuda de su abuela Rita.​​​"
b03ed02d-d8f5-4552-8dc1-91be2c51a2a1,La viuda negra,30/05/2025,2025,CrimenThrillerDrama,120,"En agosto de 2017, un hombre fallecido aparece en Valencia, acuchillado siete veces. La investigación de la Policía Nacional apunta a un crimen pasional y a su joven viuda, Maje (Ivana Baquero), como la principal sospechosa.​"
0ee386f7-89cf-4f19-aa22-f43d816fbeec,Las irresponsables,02/05/2025,2025,Comedia dramática,91,"Cuando un amigo de Núria (Betsy Túrnez) deja su casa a cargo de ella, ella y sus dos amigas, Lila (Laia Marull) y Andrea (Àgata Roca), deciden pasar el fin de semana allí juntas. Aburridas por su tarea de cuidar la casa, una pregunta inocente motiva a las tres a dejarse llevar por sus impulsos.​"
dc4edacf-b169-4b19-a0e0-0494316629e3,Lo que queda de ti,18/03/2025,2025,Drama,91,"Después de recibir una llamada informándole de que su padre ha muerto, Sara (Laia Manzanares), una pianista de 25 años que está a punto de cumplir sus sueños, vuelve de Nueva York a su pueblo natal en la provincia de Huesca.​"
e69e8b7b-535c-40b6-9214-d6aee539965d,Los aitas,21/03/2025,2025,Comedia de época,88,"En la periferia obrera del Bilbao de finales de los 80, un equipo infantil de gimnasia rítmica tiene la oportunidad de participar en un campeonato en Berlín. Ante la imposibilidad de que las madres acompañen a sus hijas, la tarea recaerá en los padres, que no parecen muy interesados en el viaje, ni en ese deporte, ni incluso en sus propias hijas.​"
e70481a3-a984-4f2e-825f-79192e4eee13,Los Futbolísimos 2: El misterio del tesoro pirata,08/08/2025,2025,ComediaAventuras,96,"Cuando el equipo del Soto Alto FC pierde su campo de fútbol debido a una estafa inmobiliaria que ha afectado a todo el pueblo, deberán derrotar al equipo especialmente complicado de Los Justos, liderado por una capitana pirata, para poder seguir en la liga intercentros. Por si fuera poco, el equipo también acaba involucrado en un robo a un banco.​"
6ccac4f0-51d8-4a54-871c-f69cb230d6b2,Los Muértimer,16/07/2025,2025,AventurasComedia de terrorMisterio,,"Cuando Nico Muértimer (Diego Montejo), hijo de los propietarios de la única funeraria del pueblo, y Gabi (Iratxe Emparan), la estudiante de intercambio que se está alojando con ellos, descubren un cadáver y unas joyas robadas en el cementerio, empiezan a recibir amenazas de muerte. Cuando sus acosadores habituales – Marc (Adrián Checa), Sofía (Bruna González) y Raquel (Melani García) – aprovechan para meterse con ellos por enésima vez, los cinco adolescentes son perseguidos. Con el fin de salvar sus vidas, los cinco aliados improbables tendrán que unir fuerzas para investigar el caso y salvar sus vidas.​"
f492ff7d-6f5c-4dcb-a59a-57394f5ee8b9,Mala influencia,24/01/2025,2025,Drama romántico,100,"Reese Russell (Eléa Rochera) es una joven de familia adinerada, acostumbrada a la comodidad y la seguridad. Sin embargo, su vida se encuentra amenazada cuando empieza a recibir amenazas anónimas y a vivir sucesos extraños que la ponen en peligro. A pesar de su valentía y determinación, se siente vulnerable ante estos acontecimientos que desestabilizan su cotidianidad y la obligan a replantear su percepción del mundo que la rodea. Será entonces cuando su padre, Bruce Russell (Enrique Arce), decida buscarle trabajo de guardaspaldas a un joven exconvicto llamado Eros Douglas (Alberto Olmo).​"
b2d17e7e-b9b2-40ed-80fe-0b25c6a08e8d,Mi querida señorita,,2025,Romance y drama,,"Mi querida señorita es una próxima película española dirigida por Fernando G. Molina y escrita por Alana S. Portero, basada en la película homónima de 1972. Está producida por Suma Content para Netflix y protagonizada por Elisabeth Martínez."
40a7e425-4a64-4f12-8024-c153c029b265,Mikaela,31/01/2025,2025,AcciónAventurasTerrorThriller,90,"Mikaela (originalmente conocida como AP6: Infierno en la autopista) es una película española de acción y thriller de 2025, dirigida por Daniel Calparsoro y escrita por Arturo Ruiz Serrano. Está protagonizada por Antonio Resines. Se estrenó en cines españoles el 31 de enero de 2025, con distribución de Buena Vista International España."
25288248-2864-42a0-b316-b238454aae8f,Miss Carbón,12/06/2025,2025,Drama biográfico,93,"Cuenta la historia de Carla Antonella Rodríguez (Lux Pascal), alias ""Carlita"", una mujer trans que se convirtió en la primera mujer minera en Río Turbio, un pueblo donde las mujeres, vistas como una amenaza de derrumbe, no podían ejercer dicho oficio.​"
c248622d-7154-4e0e-9c67-210c01f33b22,Morlaix,31/01/2025,2025,Drama,125,"Morlaix es una película franco-española de drama de 2025, coproducida y dirigida por Jaime Rosales, quien coescribió el guion junto a Samuel Doux, Fanny Burdino y Delphine Gleize. Está protagonizada por Aminthe Audiard, Samiel Kircher, Mélanie Thierry y Àlex Brendemühl. Se estrenó en el Festival Internacional de Cine de Róterdam el 31 de enero de 2025, y luego se estrenó en cines españoles el 14 de marzo de 2025, con distribución de A Contracorriente Films."
9b78cd59-bdd5-46db-abfc-5794b764eb6e,Mr. Nadie,18/03/2025,2025,Drama,93,"Aina, una empleada de una ONG internacional en Barcelona, se interesa en un vagabundo, Daniel (Félix Gómez), quien rechaza su ayuda. Su rechazo, sin embargo, solo aumenta un interés, y su insistencia la lleva a descubrir el pasado de Daniel que lo ha llevado hasta allí.​"
57ac1fa6-cbad-49e5-bfd1-a48ee8ba47f7,Muy lejos,16/03/2025,2025,Drama,100,"Después de asistir a un partido de fútbol en Utrecht, Sergio (Mario Casas) sufre un ataque de pánico al coger el vuelo de vuelta a Barcelona. Como resultado, decide quedarse en Holanda, teniendo que sobrevivir en el país sin saber ni siquiera el idioma."
b367eacd-b40d-4533-bb3c-055ce5f95274,Norbert,09/11/2024,2025,AnimaciónComediaEspionajeAventuras,75,"Norbert es un espía incompetente en una nación gris, burocrática y triste. Sus gobernantes sueñan con conquistar a su colorido vecino, un pequeño y alegre país donde todo funciona al revés en un caos total y absurdo, algo que hace terriblemente felices a sus habitantes. A pesar de su total inutilidad, Norbert se convertirá en una pieza clave para desbaratar los planes de su propio gobierno. Acompañado de sus estrafalarios compañeros, compartirá aventuras, diversión y peligros en un intento por salvar Colorlandia y, sobre todo, en la búsqueda de su propia felicidad.​"
0a9d0037-7ddc-4358-b56d-69310d687164,Nosotros,28/02/2025,2025,Drama romántico,94,"Nosotros es una película española de drama romántico de 2025, coeditada, coproducida y dirigida por Helena Taberna, quien la coescribió con Virginia Yagüe, basada en la novela Final feliz de Isaac Rosa. Está protagonizada por María Vázquez y Pablo Molinero. Se estrenó en cines españoles el 28 de febrero de 2025, con distribución de Vértigo Films."
4d129b88-b147-4090-970f-a86551939cb1,Padre no hay más que uno 5: Nido repleto,26/06/2025,2025,Comedia,99,"Padre no hay más que uno 5: Nido repleto es una película de comedia española de la franquicia cinematográfica Padre no hay más que uno dirigida por Santiago Segura.[2]​Al igual que en todas las películas, los mismos actores como Santiago Segura, Leo Harlem, Toni Acosta, Calma Segura, Sirena Segura, Martina D'Antochia, repiten sus papeles."
f9e906ec-1cc5-4c33-9485-6325093df553,Parenostre,16/04/2025,2025,Drama políticoDrama biográfico,96,"La película cuenta la historia de Jordi Pujol (Josep Maria Pou), un político catalán admirado por el pueblo y por su familia, cuyo legado queda destruido después del destape de un caso de corrupción."
29763403-33ed-4fd0-859d-545b1b300962,Revolució 304,,2025,Documental,61,"Revolució 304 es una película documental realizada en 2025 sobre el racismo, la inmigración, la identidad y la lucha por la igualdad de oportunidades en Cataluña. Dirigido por Jesús Muñoz, Santi Padró y Xavi Torres, el documental se enfoca en las experiencias de jóvenes racializados que viven en la región, con especial atención al futbolista Lamine Yamal. La producción de 3Cat se estrenó el 18 de marzo de 2025 en TV3, utilizando una combinación de entrevistas y material de archivo para retratar las barreras sociales y culturales que enfrentan estos jóvenes."
fa66cadd-2177-4145-a20b-1203b0d8cb18,Romería,,2025,Drama y cine autobiográfico,,"En 2004, la joven huérfana Marina viaja a Vigo para buscar información sobre su padre biológico, fallecido a causa del sida. Se encuentra con su tío y el resto de su familia paterna, quienes sin embargo se muestran reacios a mirar atrás al pasado debido a la vergüenza causada por los problemas de los padres biológicos de Marina con el abuso de sustancias.​​"
82a5ac91-6ac6-450f-9599-9a15027c9756,Sacamantecas,,2025,Thriller,,"Álava, finales del siglo XIX: mientras la III Guerra Carlista agoniza, varias mujeres aparecen estranguladas en las afueras de Vitoria. Ángela Berrosteguieta (Patricia López Arnaiz), hermana de una de las víctimas, llega en busca de justicia, decidida a demostrar que Juan Díaz de Garayo (Antonio de la Torre), un campesino analfabeto, es el responsable de los crímenes. Sin embargo, Pío Pinedo (Josean Bengoetxea), jefe de los alguaciles, se enfrenta a la falta de recursos en tiempos de guerra y a la presión de las autoridades, que prefieren ocultar la creciente ola de asesinatos."
2b6d26be-019e-4cef-8a87-59fb0dc33651,Sirat,06/06/2025,2025,"Drama, cine postapocalíptico y película de carretera",115,"Tras la desaparición de su hija en una fiesta rave, un padre, Luis (Sergi López), viaja a Marruecos con su hijo pequeño Esteban (Bruno Nuñez) para buscarla en ese ambiente de fiestas de música electrónica.​"
14a8e1ff-77fb-4f30-944e-4130328b8270,Sólo en la Tierra,15/02/2025,2025,Documental,93,"El rugir de las llamas es un largometraje documental dirigido por la directora y artista danesa Robin Petré. Es una coproducción danesa y española, finalizada en 2025. Only on Earth tendrá su estreno mundial en la sección Generation Kplus del 75º Festival Internacional de Cine de Berlín, donde se estrenará mundialmente el 15 de febrero de 2025.[1]​"
022e6273-90c4-4cae-b0a1-6387d5f4b78a,Sorda,15/02/2025,2025,Drama,100,"Sorda es una película española de drama de 2025, escrita y dirigida por Eva Libertad, basada en su cortometraje homónimo de 2021. Está protagonizada por Miriam Garlo y Álvaro Cervantes. Se estrenó en el Festival Internacional de Cine de Berlín de 2025 el 15 de febrero de 2025, y luego se estrenó en cines españoles el 4 de abril de 2025, con distribución de A Contracorriente Films."
e2468dcb-a0f6-4d52-882f-823d1ef509ab,También esto pasará,15/03/2025,2025,Drama,96,"Tras perder recientemente a su madre, Blanca (Marina Salas) decide pasar el verano en su casa de Cadaqués para lidiar con su duelo.​"
8c9b4c57-d118-4cc2-9f36-f4ca68c6c824,Tierra baja,31/01/2025,2025,Drama,96,"Tierra Baja es una película independiente española de drama de 2025, coproducida, coeditada y dirigida por Miguel Santesmases, quien coescribió el guion con Ángeles González Sinde con base en un argumento escrito por Santesmases en solitario. Está protagonizada por Aitana Sánchez-Gijón, Pere Arquille e Itziar Miranda. Se estrenó en cines españoles el 31 de enero de 2025, con distribución de Benevé.[3]​"
aeb0860d-ba12-4c53-a380-59ef9191d153,Tierra de nadie,15/03/2025,2025,Thriller,101,"Tres amigos – Mateo ‘el Gallego’, un guardia civil; Juan ‘el Arrantzale’, un pescador convertido en narco por la mala suerte; y Benito ‘el Yeye’, un resignado e inteligente depositario judicial – se ven atrapados en un polvorín que pondrá a prueba su amistad."
43573aaf-179b-4be4-ba5d-299ed37b5da0,Todo lo que no sé,19/03/2025,2025,Drama,113,"Laura (Susana Abaitua), una mujer de 35 años con una vida monótona, retoma un proyecto tecnológico por una propuesta de un antiguo compañero, lo que la lleva a tomar decisiones que alinean a aquellos en su entorno.​"
346f200c-815c-4db2-8285-bc427d48dc8e,Tras el verano,20/03/2025,2025,Drama,94,"Paula (Alexandra Jiménez) se enfrenta al reto diario de encajar en la familia reconstituida de su pareja, Raúl (Juan Diego Botto), y el hijo de éste, Dani (Álex Infantes). Una crisis de pareja pone a Paula en riesgo de no poder ver a Dani nunca más.​"
882d18db-4d2a-4680-a7c4-21655f4ff1e5,Un año y un día,17/03/2025,2025,Drama romántico,107,"Un año y un día es una película independiente española de drama romántico de 2025, escrita y dirigida por Alejandro San Martín en su ópera prima. Está protagonizada por Luis Fernández, Nicole Wallace y Nadia de Santiago. Se estrenó en el Festival de Málaga el 17 de marzo de 2025, y luego se estrenó en cines españoles el 21 de marzo de 2025, con distribución de Con Un Pack Distribución y A Contracorriente Films."
b51398cc-8685-4ea0-a2da-97535fab917c,Un funeral de locos,11/04/2025,2025,Comedia,95,"Un funeral de locos es una película española de comedia de 2025, dirigida por Manuel Gómez Pereira y escrita por Yolanda García Serrano. Es un remake español de la película británica de 2007 Un funeral de muerte, la cual fue originalmente escrita por Dean Craig. Se estrenó en cines españoles el 11 de abril de 2025, con distribución de Sony Pictures España."
e2d1b117-5947-4e3c-abeb-65782e98b630,Una quinta portuguesa,17/03/2025,2025,Drama psicológico,115,"La vida de Fernando (Manolo Solo), un profesor de Geografía, queda destrozada cuando su esposa, la inmigrante serbia Milena, desaparece sin dejar rastro. Cuando la investigación policial concluye que Milena ha vuelto a Serbia, Fernando, desconcertado y devastado, decide irse a Portugal para empezar de cero. Allí, conoce a Amalia (Maria de Medeiros), una mujer que también busca huir de su pasado.​"
9fd7c650-13d3-4e2c-90f9-938368aa5cec,Viaje de fin de curso: Mallorca,30/05/2025,2025,Comedia,115,"En 2021, tras el confinamiento por la pandemia del coronavirus, una clase de bachillerato, formada por un grupo de estudiantes y sus dos profesoras, organizan un viaje de fin de curso a Mallorca. Sin embargo, un nuevo brote de coronavirus impide al grupo poder salir del hotel.​"
cd267fb3-6795-4a17-b5f3-d253e51d747d,Vírgenes,17/03/2025,2025,Comedia,87,"En la Sevilla de 1968, tres amigos veinteañeros – Rafa (César Vicente), Honorio (Xavi Caudevilla) y Vicente (Carlos Scholz) – ven un NO-DO sobre la explosión turístina en la Costa del Sol, el cual les motiva a emprender un viaje de vacaciones a Torremolinos, en donde buscarán perder su virginidad con chicas suecas.​"
ad3ef759-1f9c-4892-b8be-e3d8c5cd0924,Votemos,13/06/2025,2025,Comedia,88,Una junta de vecinos que se reúne para votar sobre un cambio de ascensor da un vuelco de 180 grados cuando uno de los propietarios desvela que su apartamento va a ser alquilado por un nuevo inquilino con problemas de salud mental​
4c6f8dfb-594c-4fbf-86fd-a965ec66fe28,Voy a pasármelo mejor,18/07/2025,2025,Comedia románticaMusical,110,"Los Pitus, ahora con quince años, se van a un campamento de verano para aprender inglés. Mientras que Luis (Rodrigo Gibaja) y Paco (Rodrigo Díaz) encuentran sus primeros amores, la relación a distancia entre David (Izan Fernández) y Layla (Renata Hermida) sufre una crisis cuando Layla conoce a alguien en México.​"
ff5f9d33-a3a8-4da2-82ca-0633fb3e9aae,Wolfgang,14/03/2025,2025,Comedia dramática,110,"Wolfgang, un niño de diez años con un cociente intelectual de 152 y trastorno del espectro autista, se ve obligado a vivir con su padre, Carlos, a quien no ha visto nunca, tras la repentina muerte de su madre. Carlos afronta el reto con ganas y voluntad, pero Wolfgang no soporta su desorden ni su desorganización y lo considera un «bajocien» por su falta de intelecto. Así que, a escondidas, Wolfgang planea conseguir su sueño: entrar en la academia de música Grimald de París, donde estudió su madre, y convertirse en el mejor pianista del mundo. Cuando Carlos lo descubre, debe decidir entre su gran oportunidad como actor o convertirse en el padre que necesita un niño como Wolfgang."
4795fd4d-c017-4f2b-9191-3ca515f3da28,7291,,2024,documental,123,"7291 es un documental de 2024 dirigido, producido y montado por Juanjo Castro. Fue estrenado el 15 de noviembre de 2024 y emitido por televisión el 13 de marzo de 2025 simultáneamente en La 2 y Canal 24 horas.[1]​"
2e6b6249-77ad-4981-a37d-0e95c921ff4c,A través de tu mirada,23/02/2024,2024,Drama romántico,105,Hace ya algún tiempo que Raquel (Clara Galle) y Ares (Julio Peña Fernández) dejaron de ser novios. Ahora él vuelve a casa por Navidad y el reencuentro entre ambos no se hace esperar. Podrían saludarse cordialmente y nada más pero verse de nuevo despierta en ambos algo difícil de contener: la tensión entre el dios griego y la bruja sigue intacta y no tardará en hacer saltar las fiestas navideñas por los aires.
e74fbd94-b9cd-4944-9010-851483d9c733,Al otro barrio,05/12/2024,2024,Comedia,108,"Intentar engañar a Hacienda ha sido una opción demasiado tentadora para Andrés (Quim Gutiérrez), el dueño de una agencia de comunicación; aunque no contaba con que le acabarían pillando. Además de la multa millonaria que le ha caído encima, ahora debe trasladar sus oficinas al barrio de Los Caños, en el extrarradio más marginal de la capital, o eso le parece a él. Pero es que Andrés estaba aprovechándose de una jugosa subvención por tener allí su sede, sin que hubiese puesto jamás los pies en el barrio. A regañadientes, él y sus empleados se trasladan a Los Caños."
